"seq_id","tpt","prev_x","prev_y","true_x","true_y","pred_x","pred_y","sd_x","sd_y","mode","error","acc","rel_error","score","weight","particle"
"zigzag_1",1,1135.19999999999,486.531070791962,1090.99180060509,400.982862528749,1006.23614501953,496.540740966797,199.678665161133,102.540817260742,"test",225.512894227071,0.0530644999498445,2.34187929970479,1,1,0
"zigzag_1",2,1090.99180060509,400.982862528749,1046.78360121018,315.434654265535,1026.24096679688,345.812408447266,72.9738616943359,78.2870712280273,"test",100.652020338325,0.2415,1.04523904813374,1,1,0
"zigzag_1",3,1046.78360121018,315.434654265535,1017.55180060509,407.186290022999,965.186096191406,332.069885253906,68.203369140625,109.528228759766,"test",139.263988512258,0.139180935215781,1.44621199159809,1,1,0
"zigzag_1",4,1017.55180060509,407.186290022999,988.319999999997,498.937925780463,977.949340820312,355.777160644531,9.34684371948242,13.4961452484131,"test",143.794875147405,0,1.49326380057127,1,1,0
"zigzag_1",5,988.319999999997,498.937925780463,944.111800605089,413.389717517249,942.037353515625,461.386169433594,8.76947402954102,26.4700508117676,"test",49.7582073058307,0.6678,0.516723072883858,1,1,0
"zigzag_1",6,944.111800605089,413.389717517249,899.903601210181,327.841509254036,897.332153320312,324.357482910156,5.09796571731567,8.90865993499756,"test",9.77482133502118,1,0.101508394104282,1,1,0
"zigzag_1",7,899.903601210181,327.841509254036,870.67180060509,419.5931450115,861.212036132812,391.142822265625,8.71133708953857,19.4786739349365,"test",32.9904483817567,0.9383,0.342595257881005,1,1,0
"zigzag_1",8,870.67180060509,419.5931450115,841.439999999999,511.344780768963,832.99609375,519.170715332031,6.05332374572754,10.5967626571655,"test",15.2868224501836,1,0.158748763244997,1,1,0
"zigzag_1",9,841.439999999999,511.344780768963,797.231800605091,425.79657250575,793.947875976562,438.730163574219,6.8835391998291,18.3800144195557,"test",20.4507264997901,0.9943,0.212374255662554,1,1,0
"zigzag_1",10,797.231800605091,425.79657250575,753.023601210183,340.248364242536,749.673278808594,331.225189208984,4.30788946151733,9.00007438659668,"test",12.2009115263933,1,0.126702565009074,1,1,0
"zigzag_1",11,753.023601210183,340.248364242536,723.791800605092,432,718.998718261719,411.821319580078,4.69396257400513,12.039927482605,"test",22.0819058259542,0.9997,0.229313531401722,1,1,0
"zigzag_1",12,723.791800605092,432,694.560000000001,523.751635757464,686.301879882812,523.012451171875,4.82882785797119,7.892014503479,"test",11.4042760538209,1,0.118429760347407,1,1,0
"zigzag_1",13,694.560000000001,523.751635757464,650.351800605093,438.20342749425,648.868591308594,442.238952636719,5.517737865448,14.7589559555054,"test",13.6892982362382,1,0.142158985085133,1,1,0
"zigzag_1",14,650.351800605093,438.20342749425,606.143601210185,352.655219231037,601.256713867188,351.184722900391,6.69430732727051,11.0403137207031,"test",12.2520754629388,1,0.127233886130636,1,1,0
"stairs",1,1135.20000000001,98.4054229593377,1120.77007701043,156.300400247801,1047.00891113281,228.471755981445,241.953796386719,172.544830322266,"test",267.583795208556,0.0440464120761519,4.4846824278643,1,1,0
"stairs",2,1120.77007701043,156.300400247801,1061.76,165.12433836747,1090.52905273438,214.981658935547,46.9045791625977,20.1959438323975,"test",71.8997870443438,0.358,1.20503452488084,1,1,0
"stairs",3,1061.76,165.12433836747,1047.33007701043,223.019315655933,1002.21362304688,189.114517211914,34.4111404418945,50.1937103271484,"test",74.4177097459949,0.363736373637364,1.24723470253366,1,1,0
"stairs",4,1047.33007701043,223.019315655933,988.320000000004,231.843253775603,969.92724609375,252.958602905273,34.2598037719727,25.5784091949463,"test",45.2793388326114,0.7496,0.758877999505378,1,1,0
"stairs",5,988.320000000004,231.843253775603,973.890077010432,289.738231064066,980.636108398438,300.076904296875,21.2987270355225,11.4390201568604,"test",24.0205260209947,0.9881,0.402582043021145,1,1,0
"stairs",6,973.890077010432,289.738231064066,914.880000000002,298.562169183735,905.750732421875,289.077087402344,12.6938953399658,12.33922290802,"test",19.903413926379,0.9998,0.333579582502638,1,1,0
