func_id,n,x_curr,y_curr,x_next,y_next,x_pred,y_pred,x_std,y_std,mode,error,acc,rel_error
zigzag.29,0,245.1526990776921,89.65352992868843,188.87637768737636,278.4968013632067,516.170166015625,200.6449737548828,360.1634826660156,193.4286193847656,train,443.12963758698265,0.021068663535981722,2.248815274097359
zigzag.29,1,188.87637768737636,278.4968013632067,132.6000562970606,467.3400727977248,341.7320861816406,370.1082153320313,163.8407745361328,154.80899047851562,train,292.31008069638807,0.024989716166186754,1.4834290430723829
zigzag.29,2,132.6000562970606,467.3400727977248,530.4190369558265,174.79639906289125,443.2286376953125,128.2239532470703,129.02723693847656,108.8223648071289,train,160.00876925009405,0.09637458802136606,0.3240333854301565
zigzag.29,3,530.4190369558265,174.79639906289125,474.14271556551074,363.6396704974095,476.2196044921875,362.79583740234375,28.1630802154541,22.37976455688477,train,31.936544555849512,0.9348,0.16207308901785583
zigzag.29,4,474.14271556551074,363.6396704974095,417.86639417519496,552.4829419319277,408.7816162109375,551.6316528320312,14.215333938598633,9.74490451812744,train,17.029069100796345,0.9996,0.08641992647132109
zigzag.29,5,417.86639417519496,552.4829419319277,815.6853748339611,259.93926819709407,838.7510986328125,252.49169921875,26.66604232788086,18.52370834350586,train,35.556893259295094,0.8859,0.07200618161233262
zigzag.29,6,815.6853748339611,259.93926819709407,759.4090534436453,448.7825396316122,771.0254516601562,453.8467712402344,11.902448654174805,6.855508804321289,train,16.5575564687877,1.0,0.08402707183274427
zigzag.29,7,759.4090534436453,448.7825396316122,703.1327320533297,637.6258110661306,712.52685546875,641.2599487304688,13.434293746948242,7.192879676818848,train,15.922607184054115,0.9999,0.0808048011275811
zigzag.29,8,703.1327320533297,637.6258110661306,1100.9517127120955,345.08213733129685,1136.95849609375,344.4126281738281,20.74246597290039,15.255706787109377,train,40.6153853890552,0.8507,0.08225012222671248
zigzag.29,9,1100.9517127120955,345.08213733129685,1044.67539132178,533.9254087658151,1050.60693359375,542.1246948242188,11.485883712768556,7.2155375480651855,train,15.17540940475461,1.0,0.07701288644543462
