func_id,n,x_curr,y_curr,x_next,y_next,x_pred,y_pred,x_std,y_std,mode,error,acc,rel_error
zigzag.29,0,245.1526990776921,89.65352992868843,188.87637768737636,278.4968013632067,634.393310546875,281.2799377441406,398.994873046875,227.18121337890625,train,540.1700328299182,0.013164251207729469,2.7412804682899328
zigzag.29,1,188.87637768737636,278.4968013632067,132.6000562970606,467.3400727977248,386.0305480957031,408.8491516113281,186.5984344482422,155.60350036621094,train,320.11994124766335,0.02518244423887347,1.6245598406393806
zigzag.29,2,132.6000562970606,467.3400727977248,530.4190369558265,174.79639906289125,420.4862060546875,191.36700439453125,152.96920776367188,172.71658325195312,train,210.98290974432237,0.06093314763231198,0.4272609984612937
zigzag.29,3,530.4190369558265,174.79639906289125,474.14271556551074,363.6396704974095,454.740966796875,354.7171936035156,41.89500427246094,22.330974578857425,train,45.44722619310785,0.7454,0.23063773613733302
zigzag.29,4,474.14271556551074,363.6396704974095,417.86639417519496,552.4829419319277,366.8445739746094,523.6676635742188,65.56141662597656,37.32331848144531,train,84.20715512110439,0.3332,0.42733845936326975
zigzag.29,5,417.86639417519496,552.4829419319277,815.6853748339611,259.93926819709407,649.8826293945312,204.1312561035156,156.12933349609375,93.2010269165039,train,220.29970897708355,0.05847775412992804,0.4461284268585837
zigzag.29,6,815.6853748339611,259.93926819709407,759.4090534436453,448.7825396316122,751.8946533203125,446.6752014160156,30.15216636657715,16.379138946533203,train,30.724939653949242,0.9332,0.1559243790728351
zigzag.29,7,759.4090534436453,448.7825396316122,703.1327320533297,637.6258110661306,675.4959716796875,604.2171630859375,45.07634735107422,29.160831451416016,train,61.97507589901394,0.5132,0.31451405068271543
zigzag.29,8,703.1327320533297,637.6258110661306,1100.9517127120955,345.08213733129685,969.8170166015624,308.9964904785156,128.7669677734375,66.03384399414062,train,174.39219622136255,0.0965,0.3531612298441264
zigzag.29,9,1100.9517127120955,345.08213733129685,1044.67539132178,533.9254087658151,1023.711181640625,523.474609375,42.206092834472656,21.47561836242676,train,45.93684021514048,0.7436,0.23312245256739378
zigzag.29,10,1044.67539132178,533.9254087658151,988.3990699314644,722.7686802003334,945.5284423828124,696.4542846679688,48.18745422363281,28.837743759155273,train,66.91105257288301,0.4631,0.3395633789046542
zigzag.29,11,988.3990699314644,722.7686802003334,1386.2180505902302,430.2250064654997,1208.41357421875,379.4675903320313,129.5703125,63.30063247680664,train,209.49112679636863,0.05960997185363892,0.42423999229258247
zigzag.29,12,1386.2180505902302,430.2250064654997,1329.9417291999148,619.0682779000178,1282.165283203125,575.7613525390625,70.978515625,40.2873420715332,train,92.15295984428094,0.264,0.467662205533299
line.2,0,116.63067652170268,248.97496766729824,213.05843938595387,276.36052890502344,506.6458740234375,316.5213623046875,411.45751953125,174.75616455078125,train,447.096812186907,0.0210985384252711,4.460213593348657
line.2,1,213.05843938595387,276.36052890502344,309.4862022502051,303.7460901427486,310.33349609375,300.2283630371094,42.94786834716797,30.171483993530273,train,46.24638655591481,0.7337,0.46135144858451355
line.2,2,309.4862022502051,303.7460901427486,405.9139651144564,331.1316513804737,413.1334228515625,335.629638671875,23.41237449645996,13.019646644592283,train,24.63151974938285,0.9814,0.24572270751307862
line.2,3,405.9139651144564,331.1316513804737,502.3417279787076,358.51721261819887,514.6319580078125,362.37701416015625,18.200698852539062,11.143102645874023,train,21.801831375275462,0.9936,0.21749388948729018
line.2,4,502.3417279787076,358.51721261819887,598.7694908429587,385.902773855924,607.0480346679688,390.0677795410156,22.32489776611328,13.64710521697998,train,24.414610900902876,0.9817,0.2435588365837029
line.2,5,598.7694908429587,385.902773855924,695.1972537072099,413.2883350936492,698.7232666015625,418.4513854980469,26.744997024536133,15.839886665344238,train,27.571890888762265,0.9659,0.2750556908130527
line.2,6,695.1972537072099,413.2883350936492,791.6250165714612,440.6738963313743,790.04345703125,446.221435546875,29.33376693725586,17.015972137451172,train,30.434754697026044,0.941,0.3036154651739265
line.2,7,791.6250165714612,440.6738963313743,888.0527794357124,468.0594575690994,881.6064453125,473.02838134765625,30.46546936035156,17.40797996520996,train,31.502811672465132,0.9281,0.3142703437381978
line.2,8,888.0527794357124,468.0594575690994,984.4805422999634,495.4450188068245,974.03955078125,499.3147583007813,30.82052421569824,17.197351455688477,train,32.37049298423979,0.9151,0.32292628552973607
line.2,9,984.4805422999634,495.4450188068245,1080.9083051642149,522.8305800445498,1066.1590576171875,525.0304565429688,31.05528259277344,16.63784408569336,train,33.21332843074954,0.9024,0.33133436631450053
line.2,10,1080.9083051642149,522.8305800445498,1177.336068028466,550.216141282275,1157.7952880859375,551.0302734375,34.93902587890625,17.25409698486328,train,37.36690091192964,0.8484,0.3727701805197123
line.2,11,1177.336068028466,550.216141282275,1273.7638308927174,577.6017025200001,1246.7049560546875,577.2958984375,55.94041442871094,23.213586807250977,train,56.74894603843192,0.6114,0.566124413392172
line.2,12,1273.7638308927174,577.6017025200001,1370.1915937569684,604.9872637577253,1301.596923828125,590.9552001953125,115.53898620605467,40.9206428527832,train,117.41651188231127,0.24601878317680687,1.171340765816371
line.46,0,712.2917751399825,779.4496254391179,760.9656026524615,724.5503319174903,662.796875,621.2014770507812,246.0955810546875,201.03123474121097,train,301.1037139447323,0.033621081326669695,4.103939414763943
line.46,1,760.9656026524615,724.5503319174903,809.6394301649404,669.6510383958628,811.750244140625,667.4254760742188,55.05073928833008,41.04160690307617,train,60.65829840763427,0.546,0.8267516146057762
line.46,2,809.6394301649404,669.6510383958628,858.3132576774194,614.7517448742352,856.7499389648438,614.6829833984375,45.52975082397461,34.80803680419922,train,50.482820574339705,0.676,0.6880633732784728
line.46,3,858.3132576774194,614.7517448742352,906.9870851898984,559.8524513526078,896.614501953125,557.6348876953125,54.73786926269531,40.49823760986328,train,60.69378788732444,0.5475,0.8272353239317162
line.46,4,906.9870851898984,559.8524513526078,955.6609127023772,504.95315783098016,941.7626953125,502.26849365234375,51.40110778808594,36.230350494384766,train,56.60434634253798,0.5897,0.7714976509546801
line.46,5,955.6609127023772,504.95315783098016,1004.334740214856,450.0538643093526,990.4764404296876,447.7792053222656,45.220733642578125,30.62320327758789,train,49.389346344622105,0.6886,0.6731596979581811
line.46,6,1004.334740214856,450.0538643093526,1053.008567727335,395.15457078772505,1039.268310546875,394.1764831542969,41.31505584716797,27.52753448486328,train,45.06930634430794,0.75,0.6142790478380669
line.46,7,1053.008567727335,395.15457078772505,1101.682395239814,340.2552772660975,1087.6767578125,340.4598388671875,40.43410873413086,26.717618942260746,train,43.83471611593237,0.7677,0.5974520102936455
line.46,8,1101.682395239814,340.2552772660975,1150.356222752293,285.35598374446994,1135.965576171875,286.5893249511719,42.56039810180664,27.81981658935547,train,46.290092145099145,0.7347,0.630917935811966
