func_id,n,x_curr,y_curr,x_next,y_next,x_pred,y_pred,x_std,y_std,mode,error,acc,rel_error
zigzag.29,0,245.1526990776921,89.65352992868843,188.87637768737636,278.4968013632067,630.9908447265625,265.9137878417969,392.8387756347656,229.0575256347656,train,541.3268056895722,0.012687854151268786,2.7471509139897883
zigzag.29,1,188.87637768737636,278.4968013632067,132.6000562970606,467.3400727977248,379.085205078125,397.6036071777344,170.29432678222656,165.069091796875,train,318.3042326462401,0.02090806600389464,1.615345396626055
zigzag.29,2,132.6000562970606,467.3400727977248,530.4190369558265,174.79639906289125,296.07745361328125,187.3364715576172,178.59771728515625,210.54348754882812,train,291.78670116413423,0.025584415584415585,0.5908965680120449
zigzag.29,3,530.4190369558265,174.79639906289125,474.14271556551074,363.6396704974095,470.42388916015625,387.8977355957031,58.59244537353515,29.23482894897461,train,61.76005552501583,0.5314,0.31342285510409856
zigzag.29,4,474.14271556551074,363.6396704974095,417.86639417519496,552.4829419319277,385.619140625,568.4093627929688,25.426136016845703,15.492193222045898,train,42.06525936935686,0.8104,0.21347477070997797
zigzag.29,5,417.86639417519496,552.4829419319277,815.6853748339611,259.93926819709407,791.62451171875,230.6595916748047,42.08962631225586,25.367002487182617,train,55.89833624826044,0.5984,0.11319959036824107
zigzag.29,6,815.6853748339611,259.93926819709407,759.4090534436453,448.7825396316122,738.3564453125,459.8835144042969,35.120208740234375,21.24170684814453,train,41.737001817289276,0.7973,0.21180891373650382
zigzag.29,7,759.4090534436453,448.7825396316122,703.1327320533297,637.6258110661306,682.9610595703125,646.1134033203125,17.191368103027344,10.870699882507324,train,26.763683493272353,0.9863,0.1358216086798394
zigzag.29,8,703.1327320533297,637.6258110661306,1100.9517127120955,345.08213733129685,1081.1807861328125,323.63555908203125,32.48786926269531,21.395124435424805,train,43.546326795669124,0.7873,0.08818556483359932
zigzag.29,9,1100.9517127120955,345.08213733129685,1044.67539132178,533.9254087658151,1028.3155517578125,542.4799194335938,35.777557373046875,25.755605697631836,train,42.52481109666339,0.7938,0.2158069255828326
zigzag.29,10,1044.67539132178,533.9254087658151,988.3990699314644,722.7686802003334,956.5418701171876,717.2719116210938,21.76475524902344,12.055981636047363,train,36.52404035553972,0.8848,0.18535392999337236
zigzag.29,11,988.3990699314644,722.7686802003334,1386.2180505902302,430.2250064654997,1313.0611572265625,396.9273681640625,30.724098205566406,25.04333114624023,train,84.88514446447296,0.1979,0.171900708082816
zigzag.29,12,1386.2180505902302,430.2250064654997,1329.9417291999148,619.0682779000178,1283.3048095703125,616.8344116210938,54.56233215332031,47.717288970947266,train,76.46576357387552,0.3817,0.38805207886077153
line.2,0,116.63067652170268,248.97496766729824,213.05843938595387,276.36052890502344,494.2518310546875,309.29534912109375,384.2104797363281,166.4137420654297,train,426.6568929558636,0.029197922677437968,4.256306065680719
line.2,1,213.05843938595387,276.36052890502344,309.4862022502051,303.7460901427486,304.837890625,299.8888244628906,67.31944274902344,41.96697998046875,train,69.97960474439743,0.4536,0.6981127483585039
line.2,2,309.4862022502051,303.7460901427486,405.9139651144564,331.1316513804737,403.2115478515625,339.0932312011719,53.269248962402344,24.64177894592285,train,51.675545764740534,0.6673,0.5155124469267145
line.2,3,405.9139651144564,331.1316513804737,502.3417279787076,358.51721261819887,499.0300598144531,365.3210754394531,53.232662200927734,23.50508499145508,train,49.94836315843894,0.6864,0.49828216675285136
line.2,4,502.3417279787076,358.51721261819887,598.7694908429587,385.902773855924,591.3047485351562,388.1722717285156,48.86833190917969,22.713417053222656,train,46.502974429623606,0.739,0.4639111553214209
line.2,5,598.7694908429587,385.902773855924,695.1972537072099,413.2883350936492,683.3406372070312,416.71826171875,64.35969543457031,27.48259735107422,train,60.9530704587169,0.5702,0.6080645310051013
line.2,6,695.1972537072099,413.2883350936492,791.6250165714612,440.6738963313743,776.739501953125,443.8209533691406,68.28010559082031,28.877033233642575,train,64.42046065202882,0.5342,0.6426550278552299
line.2,7,791.6250165714612,440.6738963313743,888.0527794357124,468.0594575690994,872.501220703125,470.2178039550781,60.65095138549805,26.641698837280273,train,58.41194264690308,0.5924,0.5827143775265967
line.2,8,888.0527794357124,468.0594575690994,984.4805422999634,495.4450188068245,970.0420532226562,496.7657470703125,49.79128646850586,23.477293014526367,train,48.518842283973946,0.7059,0.4840213439009125
line.2,9,984.4805422999634,495.4450188068245,1080.9083051642149,522.8305800445498,1067.614501953125,523.4896850585938,41.76677322387695,21.33197975158691,train,42.69889999292907,0.7797,0.4259619146867934
