"seq_id","tpt","prev_x","prev_y","true_x","true_y","pred_x","pred_y","sd_x","sd_y","mode","error","acc","rel_error","score","weight","particle"
"zigzag_1",1,1135.19999999999,486.531070791962,1090.99180060509,400.982862528749,1014.63232421875,483.625671386719,190.845489501953,99.9314727783203,"test",211.04798336845,0.0624247290244882,2.19166582553523,1,1,0
"zigzag_1",2,1090.99180060509,400.982862528749,1046.78360121018,315.434654265535,1025.62927246094,356.374176025391,55.4845352172851,84.2555999755859,"test",96.084091514347,0.2769,0.997802567873648,1,1,0
"zigzag_1",3,1046.78360121018,315.434654265535,1017.55180060509,407.186290022999,977.029541015625,327.648712158203,72.8500061035156,128.52099609375,"test",148.07226549603,0.127715205148833,1.53768313166333,1,1,0
"zigzag_1",4,1017.55180060509,407.186290022999,988.319999999997,498.937925780463,973.047912597656,503.259948730469,8.17613697052002,68.3952255249023,"test",58.5353684023664,0.6057,0.607871084409327,1,1,0
"zigzag_1",5,988.319999999997,498.937925780463,944.111800605089,413.389717517249,946.881469726562,429.509368896484,6.01286220550537,44.6262283325195,"test",38.402614139661,0.8029,0.39879886875855,1,1,0
"zigzag_1",6,944.111800605089,413.389717517249,899.903601210181,327.841509254036,899.645385742188,306.977416992188,5.39008331298828,19.9022922515869,"test",24.8062107090817,0.9737,0.257604566527442,1,1,0
"zigzag_1",7,899.903601210181,327.841509254036,870.67180060509,419.5931450115,865.181884765625,442.395843505859,5.55714845657349,20.6300563812256,"test",27.3721692591548,0.9619,0.284251225614998,1,1,0
"zigzag_1",8,870.67180060509,419.5931450115,841.439999999999,511.344780768963,835.8955078125,500.646362304688,4.63919496536255,17.5371360778809,"test",18.6003035290114,0.9968,0.19315820477634,1,1,0
"zigzag_1",9,841.439999999999,511.344780768963,797.231800605091,425.79657250575,791.825561523438,413.438781738281,7.75950717926025,15.1901359558105,"test",19.0633938990516,0.9987,0.19796725019792,1,1,0
"zigzag_1",10,797.231800605091,425.79657250575,753.023601210183,340.248364242536,754.262939453125,326.219635009766,4.84589004516602,19.5361518859863,"test",20.2512265818662,0.9908,0.210302512804213,1,1,0
"zigzag_1",11,753.023601210183,340.248364242536,723.791800605092,432,725.5234375,455.600494384766,5.228919506073,17.9002361297607,"test",26.1216243481471,0.9784,0.271264716570902,1,1,0
"zigzag_1",12,723.791800605092,432,694.560000000001,523.751635757464,693.723815917969,510.858032226562,4.40762138366699,17.0159759521484,"test",18.1739845425885,0.9965,0.188731018416124,1,1,0
"zigzag_1",13,694.560000000001,523.751635757464,650.351800605093,438.20342749425,648.854858398438,425.117248535156,7.92412853240967,15.1617279052734,"test",18.6353274162917,0.9993,0.193521916646999,1,1,0
"zigzag_1",14,650.351800605093,438.20342749425,606.143601210185,352.655219231037,609.679931640625,340.957275390625,4.71018886566162,18.9458522796631,"test",19.5136692648827,0.9935,0.202643215898333,1,1,0
"stairs",1,1135.20000000001,98.4054229593377,1120.77007701043,156.300400247801,1015.13854980469,279.894744873047,300.620178222656,214.745300292969,"test",342.02219177555,0.0270207314232471,5.73226383981865,1,1,0
"stairs",2,1120.77007701043,156.300400247801,1061.76,165.12433836747,1076.22119140625,206.981185913086,46.3426513671875,29.1116561889648,"test",63.8609243561411,0.4736,1.07030384655371,1,1,0
"stairs",3,1061.76,165.12433836747,1047.33007701043,223.019315655933,987.650207519531,186.471557617188,27.8576965332031,31.7810668945312,"test",77.1938917820322,0.2697,1.29376328541688,1,1,0
"stairs",4,1047.33007701043,223.019315655933,988.320000000004,231.843253775603,965.408081054688,240.712905883789,18.1725959777832,15.7007074356079,"test",30.8466790887325,0.9679,0.516987807723508,1,1,0
"stairs",5,988.320000000004,231.843253775603,973.890077010432,289.738231064066,951.321044921875,292.14404296875,13.5350618362427,11.7024660110474,"test",26.209982017702,0.9952,0.439277145679968,1,1,0
