"seq_id","tpt","prev_x","prev_y","true_x","true_y","pred_x","pred_y","sd_x","sd_y","mode","error","acc","rel_error","score","weight","particle"
"zigzag_1",1,1135.19999999999,486.531070791962,1090.99180060509,400.982862528749,1016.64453125,482.242156982422,193.206939697266,99.2317733764648,"test",213.115063196966,0.0611016353968095,2.2131317886139,1,1,0
"zigzag_1",2,1090.99180060509,400.982862528749,1046.78360121018,315.434654265535,1013.28869628906,363.673370361328,62.6269226074219,83.2189025878906,"test",105.550261208272,0.2244,1.09610571337527,1,1,0
"zigzag_1",3,1046.78360121018,315.434654265535,1017.55180060509,407.186290022999,969.458740234375,361.617126464844,65.0525970458984,153.058166503906,"test",152.747127877819,0.118003025718608,1.58623008272971,1,1,0
"zigzag_1",4,1017.55180060509,407.186290022999,988.319999999997,498.937925780463,965.874145507812,397.039398193359,45.5156517028809,82.7875518798828,"test",124.280063867288,0.1767,1.29060872520988,1,1,0
"zigzag_1",5,988.319999999997,498.937925780463,944.111800605089,413.389717517249,929.540283203125,491.009826660156,104.969787597656,147.267883300781,"test",170.824509837808,0.092566478646253,1.77395791421383,1,1,0
"zigzag_1",6,944.111800605089,413.389717517249,899.903601210181,327.841509254036,885.867309570312,409.690795898438,40.6293563842773,78.1586837768555,"test",105.47458334112,0.2493,1.09531982292259,1,1,0
"zigzag_1",7,899.903601210181,327.841509254036,870.67180060509,419.5931450115,841.297485351562,375.640625,70.4361877441406,168.189743041992,"test",158.919270806269,0.117444568188721,1.65032581352372,1,1,0
"zigzag_1",8,870.67180060509,419.5931450115,841.439999999999,511.344780768963,821.208129882812,406.453704833984,46.7655410766602,82.2750778198242,"test",126.405635491397,0.1698,1.31268210688325,1,1,0
"zigzag_1",9,841.439999999999,511.344780768963,797.231800605091,425.79657250575,810.830810546875,486.799499511719,108.810302734375,147.496505737305,"test",170.044830565173,0.0953722334004024,1.76586119426684,1,1,0
"zigzag_1",10,797.231800605091,425.79657250575,753.023601210183,340.248364242536,740.236694335938,430.758453369141,43.5179748535156,75.2162475585938,"test",110.386473112047,0.2255,1.14632822763661,1,1,0
"zigzag_1",11,753.023601210183,340.248364242536,723.791800605092,432,719.396911621094,376.861877441406,73.0514221191406,169.128814697266,"test",159.088652476757,0.131056152442733,1.65208478801264,1,1,0
"zigzag_1",12,723.791800605092,432,694.560000000001,523.751635757464,679.039794921875,417.410949707031,48.5017166137695,81.1706085205078,"test",127.354376934142,0.1681,1.32253448340988,1,1,0
"zigzag_1",13,694.560000000001,523.751635757464,650.351800605093,438.20342749425,683.441589355469,497.404693603516,96.9145965576172,130.121826171875,"test",153.98196857721,0.119085805934242,1.59905350855753,1,1,0
"zigzag_1",14,650.351800605093,438.20342749425,606.143601210185,352.655219231037,601.88818359375,441.556884765625,44.7643394470215,73.7357406616211,"test",109.326907186747,0.2179,1.13532497429433,1,1,0
"stairs",1,1135.20000000001,98.4054229593377,1120.77007701043,156.300400247801,999.208190917969,290.972625732422,294.043151855469,220.967132568359,"test",349.229150854372,0.0232584784601283,5.85305188198666,1,1,0
"stairs",2,1120.77007701043,156.300400247801,1061.76,165.12433836747,1082.08715820312,218.035400390625,56.602409362793,41.2075691223145,"test",81.6154819433249,0.309,1.3678687733225,1,1,0
"stairs",3,1061.76,165.12433836747,1047.33007701043,223.019315655933,991.678894042969,172.137817382812,24.9646453857422,30.1217632293701,"test",80.9908737949793,0.2128,1.3574003920627,1,1,0
"stairs",4,1047.33007701043,223.019315655933,988.320000000004,231.843253775603,996.040832519531,266.332885742188,50.1549987792969,36.4585151672363,"test",63.6464527648336,0.4918,1.06670932030049,1,1,0
"stairs",5,988.320000000004,231.843253775603,973.890077010432,289.738231064066,925.793884277344,219.977478027344,20.3526000976562,35.3944778442383,"test",89.406374176276,0.1601,1.49844348718837,1,1,0
"stairs",6,973.890077010432,289.738231064066,914.880000000002,298.562169183735,927.384887695312,330.603759765625,58.2951736450195,37.5369415283203,"test",68.8247080055507,0.4397,1.15349645278339,1,1,0
"stairs",7,914.880000000002,298.562169183735,900.450077010431,356.457146472198,856.655090332031,282.19873046875,20.5001468658447,36.2066612243652,"test",90.8190764959419,0.1607,1.52212026202396,1,1,0
"stairs",8,900.450077010431,356.457146472198,841.440000000001,365.281084591868,861.761962890625,391.234588623047,65.7949981689453,39.5718307495117,"test",73.8810300729807,0.406,1.2382399952978,1,1,0
"stairs",9,841.440000000001,365.281084591868,827.01007701043,423.176061880331,786.385803222656,345.142974853516,21.0923671722412,38.1723442077637,"test",92.7568729083375,0.1661,1.55459757072151,1,1,0
"stairs",10,827.01007701043,423.176061880331,768,432,798.65673828125,451.944061279297,71.9470596313477,40.6413917541504,"test",78.9257680895278,0.3761,1.32278939007096,1,1,0
"stairs",11,768,432,753.570077010429,489.894977288463,717.093383789062,404.631744384766,20.9299602508545,40.9367294311523,"test",97.0020454439506,0.155,1.62574631371201,1,1,0
"stairs",12,753.570077010429,489.894977288463,694.559999999999,498.718915408132,734.906860351562,511.810119628906,75.1958236694336,39.7138900756836,"test",81.5830039637381,0.3794,1.36732444505242,1,1,0
"stairs",13,694.559999999999,498.718915408132,680.130077010428,556.613892696596,648.650268554688,466.396209716797,21.8371257781982,43.0997123718262,"test",100.275817625182,0.1583,1.6806144665557,1,1,0
"stairs",14,680.130077010428,556.613892696596,621.119999999998,565.437830816265,668.923156738281,571.134033203125,75.451171875,37.7619094848633,"test",82.6942931907316,0.3776,1.38594956121347,1,1,0
"sine",1,400.8,432.516807425139,437.52,525.213251111577,504.513885498047,416.173645019531,186.692565917969,96.0980682373047,"test",218.304429414184,0.0474899598393574,2.18951411599979,1,1,0
"sine",2,437.52,525.213251111577,474.24,532.685011964256,519.391052246094,537.006164550781,80.2055206298828,105.663398742676,"test",124.052802888791,0.165532425940753,3.31050556460477,1,1,0
"sine",3,474.24,532.685011964256,510.96,448.062587513014,525.386901855469,399.84326171875,13.8912086486816,49.4782600402832,"test",61.1277892428468,0.5568,0.662661038691718,1,1,0
"sine",4,510.96,448.062587513014,547.68,349.147444542018,545.508666992188,357.604644775391,21.8079528808594,45.799144744873,"test",44.1398630619433,0.7616,0.418343844334158,1,1,0
"sine",5,547.68,349.147444542018,584.4,326.881709328248,587.109069824219,340.080596923828,78.3004608154297,118.742721557617,"test",125.89590734628,0.166482800120349,2.9316820136084,1,1,0
"sine",6,584.4,326.881709328248,621.12,401.736396143546,628.489379882812,462.135986328125,10.8863430023193,32.4438667297363,"test",63.240649090583,0.4735,0.758498064626906,1,1,0
"sine",7,621.12,401.736396143546,657.84,504.890451140001,662.763671875,492.335327148438,27.9729461669922,67.4170455932617,"test",63.3394280664642,0.5403,0.578469585733901,1,1,0
"sine",8,657.84,504.890451140001,694.56,541.504511873171,693.278442382812,508.555389404297,60.1965522766113,131.02131652832,"test",125.497573114751,0.189012754845837,2.42016033174011,1,1,0
"sine",9,694.56,541.504511873171,731.28,477.915779759371,731.637451171875,417.460235595703,13.0147733688354,37.4529647827149,"test",64.164341549682,0.4761,0.873822898831266,1,1,0
