"seq_id","tpt","prev_x","prev_y","true_x","true_y","pred_x","pred_y","sd_x","sd_y","mode","error","acc","rel_error","score","weight","particle"
"zigzag_1",1,1135.19999999999,486.531070791962,1090.99180060509,400.982862528749,1017.3251953125,485.499542236328,199.7275390625,105.465362548828,"test",218.057753194504,0.0585576536761752,2.26446004383302,1,1,0
"zigzag_1",2,1090.99180060509,400.982862528749,1046.78360121018,315.434654265535,1025.35278320312,359.656860351562,49.4886131286621,84.8376998901367,"test",96.1091846076009,0.2855,0.998063151623674,1,1,0
"zigzag_1",3,1046.78360121018,315.434654265535,1017.55180060509,407.186290022999,989.938354492188,350.364532470703,35.7814674377441,97.1852264404297,"test",105.315482114585,0.268326832683268,1.09366760755701,1,1,0
"zigzag_1",4,1017.55180060509,407.186290022999,988.319999999997,498.937925780463,971.163208007812,525.5341796875,6.73006057739258,41.4846038818359,"test",45.4487090776288,0.7464,0.471970311728752,1,1,0
"zigzag_1",5,988.319999999997,498.937925780463,944.111800605089,413.389717517249,948.054809570312,431.511413574219,4.19739675521851,25.8217182159424,"test",26.7962145478075,0.9442,0.278270120096866,1,1,0
"zigzag_1",6,944.111800605089,413.389717517249,899.903601210181,327.841509254036,906.812805175781,300.587921142578,3.73331069946289,11.464599609375,"test",28.5583481969985,0.9984,0.296569314608547,1,1,0
"zigzag_1",7,899.903601210181,327.841509254036,870.67180060509,419.5931450115,864.167907714844,425.262420654297,3.11577892303467,10.9393224716187,"test",12.7611940774328,1,0.132520920153521,1,1,0
"zigzag_1",8,870.67180060509,419.5931450115,841.439999999999,511.344780768963,835.213806152344,518.728149414062,3.13908576965332,10.9068794250488,"test",13.3219311537135,1,0.138343995397266,1,1,0
"zigzag_1",9,841.439999999999,511.344780768963,797.231800605091,425.79657250575,799.148681640625,417.893188476562,3.79722213745117,14.0242557525635,"test",13.9645763707523,0.9998,0.145017660492983,1,1,0
"zigzag_1",10,797.231800605091,425.79657250575,753.023601210183,340.248364242536,760.221435546875,321.0146484375,3.5478925704956,9.02051830291748,"test",21.1836108652698,1,0.219985025461225,1,1,0
"zigzag_1",11,753.023601210183,340.248364242536,723.791800605092,432,723.35693359375,420.293853759766,3.16524052619934,10.0464324951172,"test",13.4865038390208,1,0.140053030112725,1,1,0
"zigzag_1",12,723.791800605092,432,694.560000000001,523.751635757464,692.480224609375,537.808044433594,2.93682670593262,8.74899482727051,"test",15.0930645424849,1,0.156736649326861,1,1,0
"zigzag_1",13,694.560000000001,523.751635757464,650.351800605093,438.20342749425,653.966796875,424.243743896484,3.67189478874207,13.8974857330322,"test",17.433514492961,0.9994,0.181041473713071,1,1,0
"zigzag_1",14,650.351800605093,438.20342749425,606.143601210185,352.655219231037,612.584167480469,333.135375976562,3.58702754974365,8.56336975097656,"test",21.2578033592421,1,0.220755490788375,1,1,0
"stairs",1,1135.20000000001,98.4054229593377,1120.77007701043,156.300400247801,1038.46887207031,246.458969116211,295.788391113281,193.454528808594,"test",309.73110328432,0.0317423269926479,5.19106784915575,1,1,0
"stairs",2,1120.77007701043,156.300400247801,1061.76,165.12433836747,1082.87060546875,207.003311157227,48.4975547790527,24.1532230377197,"test",65.3823765512957,0.4555,1.09580326036959,1,1,0
"stairs",3,1061.76,165.12433836747,1047.33007701043,223.019315655933,991.119506835938,174.611114501953,25.9834823608398,26.871883392334,"test",79.0720198397497,0.2279,1.32524055739129,1,1,0
"stairs",4,1047.33007701043,223.019315655933,988.320000000004,231.843253775603,984.550598144531,234.308120727539,14.8309955596924,12.9951229095459,"test",17.9105844767087,1,0.300179924620883,1,1,0
"stairs",5,988.320000000004,231.843253775603,973.890077010432,289.738231064066,966.584655761719,288.026489257812,12.7120418548584,5.86029386520386,"test",13.5730266689611,1,0.22748281205811,1,1,0
"stairs",6,973.890077010432,289.738231064066,914.880000000002,298.562169183735,923.068237304688,286.893981933594,7.82992029190063,6.59432792663574,"test",16.2887191789462,1,0.272997595453421,1,1,0
"stairs",7,914.880000000002,298.562169183735,900.450077010431,356.457146472198,895.59228515625,366.669616699219,8.10315132141113,5.16176176071167,"test",13.7311046577657,1,0.230132186165653,1,1,0
"stairs",8,900.450077010431,356.457146472198,841.440000000001,365.281084591868,852.241088867188,353.41943359375,6.7698392868042,5.53973627090454,"test",17.4023487583125,1,0.291661935727993,1,1,0
"stairs",9,841.440000000001,365.281084591868,827.01007701043,423.176061880331,826.852294921875,438.059661865234,7.91187429428101,5.55746746063232,"test",16.9164327841715,1,0.283518023915433,1,1,0
"stairs",10,827.01007701043,423.176061880331,768,432,782.301391601562,414.981262207031,6.0939474105835,5.84145402908325,"test",23.0467630007575,1,0.386261854788676,1,1,0
"stairs",11,768,432,753.570077010429,489.894977288463,757.524230957031,501.886810302734,6.99701309204102,4.64908981323242,"test",14.4456810239647,1,0.242108427366516,1,1,0
"stairs",12,753.570077010429,489.894977288463,694.559999999999,498.718915408132,704.420654296875,484.894989013672,6.05821800231934,5.2902307510376,"test",18.0270474037682,1,0.302131833711921,1,1,0
"stairs",13,694.559999999999,498.718915408132,680.130077010428,556.613892696596,684.638427734375,564.20654296875,6.84461688995361,4.14322423934937,"test",10.9925417931114,1,0.1842340975047,1,1,0
"stairs",14,680.130077010428,556.613892696596,621.119999999998,565.437830816265,625.33984375,555.941528320312,5.97831869125366,5.09837627410889,"test",12.0679007920052,1,0.202257025994169,1,1,0
"sine",1,400.8,432.516807425139,437.52,525.213251111577,502.792907714844,412.457214355469,184.677459716797,97.0115127563477,"test",218.361638326499,0.0453178263485061,2.19008790060604,1,1,0
"sine",2,437.52,525.213251111577,474.24,532.685011964256,499.3759765625,521.968566894531,74.4906539916992,113.734680175781,"test",123.195204558895,0.17636454682023,3.28761947112519,1,1,0
"sine",3,474.24,532.685011964256,510.96,448.062587513014,513.970947265625,415.233551025391,8.08398723602295,30.6976013183594,"test",38.638346298043,0.8064,0.41886230482624,1,1,0
"sine",4,510.96,448.062587513014,547.68,349.147444542018,556.602111816406,411.852447509766,4.61186504364014,27.0653057098389,"test",64.2350576015628,0.445,0.608799825689373,1,1,0
